author_url,name,photo_url,author_title,since,company,bio_full,x_url,linked_in_url,theme_title,theme_description,theme_reviews,num_analysis,num_inv_group_research,num_blog_posts,num_comments,num_likes,num_followers,num_following,scraped_date,vendor_name
https://seekingalpha.com/author/juxtaposed-ideas,Juxtaposed Ideas,https://static3.seekingalpha.com/images/users_profile/054/998/043/extra_large_pic.png,,Seeking Alpha Analyst since 2022,,"I am a full-time analyst interested in a wide range of stocks. With my unique insights and knowledge, I hope to provide other investors with a contrasting view of my portfolio, given my particular background.If you have any questions, feel free to reach out to me via a direct message on Seeking Alpha or leave a comment on one of my articles.",https://twitter.com/SeekingAlpha,https://www.linkedin.com/company/56547/,,,,1.12K,,,4.24K,7.54K,12.37K,12,2024-11-02,matvey_fedosenko
https://seekingalpha.com/author/astrada-advisors,Astrada Advisors,https://static3.seekingalpha.com/images/users_profile/000/967/275/extra_large_pic.png,,Seeking Alpha Analyst since 2011,,"Astrada Advisors delivers actionable recommendations that enhance portfolio performance and uncover alpha opportunities, supported by a strong track record in investment research at leading global investment banks. With expertise spanning technology, media, internet, and consumer sectors in North America and Asia, Astrada Advisors excels in identifying high-potential investments and navigating complex industries.Leveraging extensive local and global experience, Astrada Advisors offers a unique perspective on market developments, regulatory changes, and emerging risks. The research integrates rigorous fundamental analysis with data-driven insights, providing a nuanced understanding of key trends, growth drivers, and competitive landscapes.The focus is empowering investors with timely research and a comprehensive view of industry dynamics. Whether navigating volatile markets or exploring new trends, Astrada Advisors remains committed to delivering superior insights to drive informed investment decisions.",https://twitter.com/SeekingAlpha,https://www.linkedin.com/company/56547/,,,,250,,,288,3,692,,2024-11-02,matvey_fedosenko
https://seekingalpha.com/author/john-m-mason,John M. Mason,https://static1.seekingalpha.com/images/users_profile/000/219/293/extra_large_pic.png,,Seeking Alpha Analyst since 2008,,"John M. Mason writes on current monetary and financial events. He is the founder and CEO of New Finance, LLC. Dr. Mason has been President and CEO of two publicly traded financial institutions and the executive vice president and CFO of a third. He has also served as a special assistant to the secretary of the Department of Housing and Urban Development in Washington, D. C. and as a senior economist within the Federal Reserve System. He formerly was on the faculty of the Finance Department, Wharton School, the University of Pennsylvania and was a professor at Penn State University and taught in both the Management Division and the Engineering Division. Dr. Mason has served on the boards of venture capital funds and other private equity funds. He has worked with young entrepreneurs, especially within the urban environment, starting or running companies primarily connected with Information Technology. ",https://twitter.com/SeekingAlpha,https://www.linkedin.com/company/56547/,,,,3.56K,,14,281,105,17.45K,17,2024-11-02,matvey_fedosenko
https://seekingalpha.com/author/the-value-investor,The Value Investor,https://static1.seekingalpha.com/images/users_profile/001/057/833/extra_large_pic.png,Investing Group Leader,Seeking Alpha Analyst since 2011,,"The Value Investor has a Master of Science with specialization in financial markets and a decade of experience tracking companies via catalytic company events.
As the leader of the investing group Value In Corporate Events they provide members with opportunities to capitalize on IPOs, mergers & acquisitions, earnings reports and changes in corporate capital allocation. Coverage includes 10 major events a month with an eye towards finding the best opportunities. Learn more.",https://twitter.com/SeekingAlpha,https://www.linkedin.com/company/56547/,Value In Corporate Events,"Finding value that gets unlocked in M&A, IPOs and other corporate events",,5.89K,411,10,4.4K,151,26.35K,26,2024-11-02,matvey_fedosenko
https://seekingalpha.com/author/selendis-research,Selendis Research,https://static.seekingalpha.com/images/users_profile/059/780/092/extra_large_pic.png,,Seeking Alpha Analyst since 2024,,"With over 7 years of experience in the buy-side, my investment philosophy is rooted in both fundamental bottom-up analysis and quantitative modelling. My forte lies in identifying perception gaps to capitalize on over-pessimism and excessive exuberance. My analysis will concentrate on unique trading opportunities influenced by the macroeconomic landscape and in-depth fundamental research on companies exhibiting signs of dislocation or potential perception gaps ripe for us to capitalize on. I aim to share my analytical passion, engage with like-minded investors, and spark constructive dialogue within the Seeking Alpha community.",https://twitter.com/SeekingAlpha,https://www.linkedin.com/company/56547/,,,,22,,,27,54,117,3,2024-11-02,matvey_fedosenko
https://seekingalpha.com/author/ip-banking-research,IP Banking Research,https://static1.seekingalpha.com/images/users_profile/032/904/585/extra_large_pic.png,,Seeking Alpha Analyst since 2014,Ip banking research,"Independent banking research focuses on financials, deep value, special situations, and financial arbitrage. Agnostic and apolitical approach for scouring the earth for durable and uncorrelated cashflows that work well in both inflationary and deflationary settings.See my tipranks profile below:https://www.tipranks.com/bloggers/ip-banking-researchTo benefit from independent insights and quality analysis from a banking insider - subscribe as a ""real-time"" follower above. ",https://twitter.com/BankingIp,https://www.linkedin.com/company/56547/,,,,349,,,3.99K,805,10.51K,393,2024-11-02,matvey_fedosenko
https://seekingalpha.com/author/macrotips-trading,Macrotips Trading,https://static1.seekingalpha.com/images/users_profile/054/854/261/extra_large_pic.png,,Seeking Alpha Analyst since 2022,,"Author of the Macro Trends & Inflection Points Newsletter. I spent 5 years as a co-founder and hedge fund CIO / manager. Before that, I was a hedge fund analyst/portfolio manager at a leading Canadian alternative asset manager. I write articles as part of my own due diligence on the stocks that I find interesting.Follow my twitter or substack for my thoughts on the macro trends.",http://www.twitter.com/macrotipstrader,https://www.linkedin.com/company/56547/,,,,956,,,849,66,5.35K,12,2024-11-02,matvey_fedosenko
https://seekingalpha.com/author/alexander-steinberg,Alexander Steinberg,https://static1.seekingalpha.com/images/users_profile/019/688/361/extra_large_pic.png,,Seeking Alpha Analyst since 2019,,"Ph.D. and MBA with 20+ years of investment experience. I began my career as a scientist working under a future Nobel laureate before transitioning to executive roles with major U.S. companies. After leading my own business for 15 years, I moved into full-time investing. I share insights drawn from my scientific and executive backgrounds, along with a commitment to continuous self-education. You can also find my work at @alexandersteinberg on Substack.",https://twitter.com/SeekingAlpha,https://www.linkedin.com/company/56547/,,,,121,,,1.8K,44,4.9K,35,2024-11-02,matvey_fedosenko
https://seekingalpha.com/author/bay-area-ideas,Bay Area Ideas,https://static2.seekingalpha.com/images/users_profile/057/947/294/extra_large_pic.png,,Seeking Alpha Analyst since 2023,,"I'm a technically-oriented Canadian investor with a focus on U.S. markets, particularly in tech and financials. I graduated with a Bachelor of Commerce Degree with Distinction, with a major in Finance. I'm also a proud lifetime member of the Beta Gamma Sigma International Business Honour Society.",https://twitter.com/SeekingAlpha,https://www.linkedin.com/company/56547/,,,,29,,,122,43,540,,2024-11-02,matvey_fedosenko
https://seekingalpha.com/author/the-value-edge,The Value Edge,https://static3.seekingalpha.com/images/users_profile/057/785/655/extra_large_pic.png,,Seeking Alpha Analyst since 2023,,Retail investor researching mostly semiconductors and fintech. Some general macro musings. My goal is to bring you timely and digestible research on the stocks that I cover.,https://twitter.com/value_edge7,https://www.linkedin.com/company/56547/,,,,72,,,650,1.03K,2.5K,15,2024-11-02,matvey_fedosenko
https://seekingalpha.com/author/roberts-berzins-cfa,"Roberts Berzins, CFA",https://static1.seekingalpha.com/images/users_profile/049/926/601/extra_large_pic.png,,Seeking Alpha Analyst since 2018,,"Roberts Berzins has over a decade of experience in the financial management helping top-tier corporates shape their financial strategies and execute large-scale financings. He has also made significant efforts to institutionalize REIT framework in Latvia to boost the liquidity of pan-Baltic capital markets. Other policy-level work includes the development of national SOE financing guidelines and framework for channeling private capital into affordable housing stock. Roberts is a CFA Charterholder, ESG investing certificate holder, has had an internship in Chicago board of trade (albeit, being resident and living in Latvia), and is actively involved in ""thought-leadership"" activities to support the development of pan-Baltic capital markets.",https://twitter.com/SeekingAlpha,https://www.linkedin.com/in/roberts-berzins-514410158/,,,,555,,1,2.4K,1.88K,6.91K,4,2024-11-02,matvey_fedosenko
https://seekingalpha.com/author/financially-free-investor,Financially Free Investor,https://static3.seekingalpha.com/images/users_profile/000/434/815/extra_large_pic.png,Investing Group Leader,Seeking Alpha Analyst since 2014,Www.financiallyfreeinvestor.com,"Financially Free Investor is a financial writer with 25 years investment experience. He focuses on investing in dividend-growing stocks with a long-term horizon. He applies a unique 3-basket investment approach that aims for 30% lower drawdowns, 6% current income, and market-beating growth on a long-term basis and he focuses on dividend-growing stocks with a long-term horizon.
He runs the investing group High Income DIY Portfolios which provides vital strategies for portfolio management and asset allocation to help create stable, long-term passive income with sustainable yields. The service includes a total of 10 model portfolios with a range of income targets for varying levels of risk, buy and sell alerts, and live chat. Learn more.",https://twitter.com/SeekingAlpha,https://www.linkedin.com/company/56547/,High Income DIY Portfolios,"High-income, lower-risk portfolios  suited for income-seeking investors.",5,486,395,5,3.37K,263,55.74K,14,2024-11-02,matvey_fedosenko
https://seekingalpha.com/author/cash-flow-venue,Cash Flow Venue,https://static2.seekingalpha.com/images/users_profile/057/852/430/extra_large_pic.png,,Seeking Alpha Analyst since 2024,,"Welcome to Cash Flow Venue, where dividends do the heavy lifting! Blending my financial chops with the timeless wisdom of value investing (and love for steady income), I’ve built a rock-solid pillar in my financial foundation through dividend investing. I believe it’s one of the most accessible paths to achieving financial freedom, and I’m excited to share my insights with you. I’m a finance professional with deep experience in M&A and business valuation. What does that mean in practice? I’ve evaluated countless businesses and played key roles in sell-side and buy-side transactions, guiding clients through the complexities of buying and selling companies. In my day-to-day work, I dive into financial modelling, conduct commercial and financial due diligence to assess a company’s health, negotiate deal terms, and, of course, attend way too many meetings :) My focus spans sectors like tech, real estate, software, finance, and consumer staples - industries I’ve spent years advising and now invest in personally. Today, they make up the core of my portfolio and coverage on this platform. My motivation for writing on Seeking Alpha comes from a desire to not only deepen my own knowledge but also to share value with others who are on a similar path. Dividend investing has played a key role in my financial journey, and I believe it’s one of the most straightforward and accessible ways for anyone to work towards financial freedom. By sharing my insights and experiences, I hope to demystify the process, making it more approachable for those looking to build long-term wealth. Ultimately, my goal is to help facilitate OUR journey to financial freedom, learning and growing together as we navigate the world of dividend investing.",https://twitter.com/SeekingAlpha,https://www.linkedin.com/company/56547/,,,,95,,,857,986,1.35K,13,2024-11-02,matvey_fedosenko
https://seekingalpha.com/author/gary-gambino,Gary Gambino,https://static1.seekingalpha.com/images/users_profile/021/205/541/extra_large_pic.png,,Seeking Alpha Analyst since 2019,,"I retired early after 22 years in the energy industry with roles in engineering, planning, and financial analysis. I have managed my own portfolio since 1998 and have met my goal to match the S+P 500 return over the long term with lower volatility and higher income. I mostly write on positions I already hold or am considering changing. I prefer to hold positions for the long-term unless there is a compelling reason to sell. I look for investment opportunities without regard to asset class, market cap, sector, or yield. I would rather maximize total return over time by buying when price is low relative to intrinsic value.",https://twitter.com/SeekingAlpha,https://www.linkedin.com/company/56547/,,,,344,,2,3.22K,6.87K,5.72K,26,2024-11-02,matvey_fedosenko
https://seekingalpha.com/author/growth-arcane,Growth Arcane,https://static1.seekingalpha.com/images/users_profile/056/773/509/extra_large_pic.png,,Seeking Alpha Analyst since 2023,,"Welcome to my profile !I'm Vincent, and I have over three years of experience as a tech-oriented buy-side analyst at a major bank, where I managed U.S. equity portfolios with over $700M in assets under management. I’ve worked across both large-cap and small-cap stocks, gaining a deep understanding of financial markets. Fascinated by innovation and its potential, my goal is not only to identify tomorrow's future leaders but also to share and discuss these insights with you. I believe every investor should clearly understand what they’re putting their money into. With a growth bias, I aim to break down complex companies with strong potential, making them accessible so you know exactly what you're investing in. Together, let's demystify disruptive companies.",https://twitter.com/SeekingAlpha,https://www.linkedin.com/company/56547/,,,,30,,,44,60,450,5,2024-11-02,matvey_fedosenko
https://seekingalpha.com/author/multiplo-invest,Multiplo Invest,https://static1.seekingalpha.com/images/users_profile/059/387/725/extra_large_pic.png,,Seeking Alpha Analyst since 2024,Multiplo Invest,More than 5 years of experience in equity analysis in LatAm. We provide our clients with in-depth research and insights to help them make informed investment decisions. ,https://twitter.com/SeekingAlpha,https://www.linkedin.com/company/56547/,,,,101,,,271,289,503,7,2024-11-02,matvey_fedosenko
https://seekingalpha.com/author/jussi-askola-cfa,"Jussi Askola, CFA",https://static.seekingalpha.com/images/users_profile/047/644/028/extra_large_pic.png,Investing Group Leader,Seeking Alpha Analyst since 2016,Leonberg Capital - High Yield Landlord,"Jussi Askola is the President of Leonberg Capital, a value-oriented investment boutique that consults hedge funds, family offices, and private equity firms on REIT investing. He has authored award-winning academic papers on REIT investing, has passed all three CFA exams, and has built relationships with many top REIT executives.
 
He is the leader of the investing group High Yield Landlord, where he shares his real-money REIT portfolio and transactions in real-time. Features of the group include: three portfolios (core, retirement, international), buy/sell alerts, and a chat room with direct access to Jussi and his team of analysts to ask questions. Learn more.",https://twitter.com/askjussi,https://www.linkedin.com/in/jussiaskola/,High Yield Landlord,Become a “Passive Landlord” with our 8% Yielding Real Estate Portfolio.,565,1.39K,1.2K,36,32.7K,5.49K,65.93K,162,2024-11-02,matvey_fedosenko
https://seekingalpha.com/author/bargain-buyer,Bargain Buyer,https://static.seekingalpha.com/images/users_profile/058/659/156/extra_large_pic.png,,Seeking Alpha Analyst since 2024,,"Amateur value investor seeking bargains in any market, with a specific focus on emerging markets. Admires great investors such as Li Lu and Peter Lynch, and am not afraid to go against the grain. Willing to buy any company at the right price, and is looking for low-risk and high uncertainty bets. My purpose is to share investment ideas and to clarify my own thinking. It is good to keep an investment journal to monitor past successes and learn from failures. This is a good way to keep a scorecard and to make my ideas public for all to judge. Primarily adopts an owner-mindset, and largely ignores macro-environment noise. I'm an investor, not an economist. Investors make money, economists make forecasts.I am heavily influenced by the work of Henry Hazlitt, Friedrich Hayek, and Ludwig Von Mises in my economic thinking. I recently came across a legendary book 'Economics in One Lesson' and it absolutely blew me away. Never before have I seen such clear, logical economic thinking in a concise format. Going forward readers may see a more Austrian economic way of thinking in my articles.Graduated from NYU Stern, with a Bachelors in Business and a Concentration in Finance.",https://twitter.com/SeekingAlpha,https://www.linkedin.com/company/56547/,,,,117,,,69,44,690,48,2024-11-02,matvey_fedosenko
https://seekingalpha.com/author/michael-dion,Michael Dion,https://static1.seekingalpha.com/images/users_profile/058/416/609/extra_large_pic.png,,Seeking Alpha Analyst since 2023,F9 Finance,"Michael (Mike) Dion is an FP&A, Corporate Finance, and Small Business expert who spent the last 12 years working in the Fortune 100, building a startup's finance and accounting department, advising small businesses, and guiding non-profit organizations as a board member. He has finance experience across multiple industries, including Telecom, Media and Entertainment, Hospitality, and Construction. He founded F9 Finance, a website that helps Finance professionals accelerate their careers; and simplifies Finance and Accounting concepts to make them easily understandable and accessible to Professionals and Small Business Owners.His investment approach is informed by both Fortune 100 and small business experience. He looks for value opportunities where other investors overreact to bad news or underreact to good news—always backed up by strong fundamentals and preferably a dividend. Cash flow isn't just king for companies; it's critical for investors at all levels.",https://www.twitter.com/f9_finance,https://www.linkedin.com/company/f9finance/,,,,98,,,76,53,539,1,2024-11-02,matvey_fedosenko
https://seekingalpha.com/author/the-value-pendulum,The Value Pendulum,https://static1.seekingalpha.com/images/users_profile/005/969/741/extra_large_pic.png,Investing Group Leader,Seeking Alpha Analyst since 2012,,"The Value Pendulum is an Asian equity market specialist with over a decade of experience on both the buy and sell sides.He is the author of the investing group Asia Value & Moat Stocks, providing ideas for value investors seeking investment opportunities listed in Asia, with a particular focus on the Hong Kong market. He hunts for deep value balance sheet bargains and wide moat stocks and provides a range of watch lists with monthly updates within his investing group.",https://twitter.com/SeekingAlpha,https://www.linkedin.com/company/56547/,Asia Value & Moat Stocks,"Uncover cheap stocks, great businesses listed in Asia focusing on Hong Kong ",10,2.73K,,9,1.24K,,12.3K,12,2024-11-02,matvey_fedosenko
https://seekingalpha.com/author/austin-rogers,Austin Rogers,https://static2.seekingalpha.com/images/users_profile/049/873/922/extra_large_pic.png,Investing Group,Seeking Alpha Analyst since 2019,,"Austin Rogers is a REIT specialist with a professional background in commercial real estate. He writes about high-quality dividend growth stocks with the goal of generating the safest growing passive income stream possible. Since his ideal holding period is ""lifelong,"" his focus is on portfolio income growth rather than total returns. Austin is a contributing author for the investing group High Yield Landlord, one of the largest real estate investment communities on Seeking Alpha, with thousands of members. It offers exclusive research on the global REIT sector, multiple real money portfolios, an active chat room, and direct access to the analysts. Learn more.",https://twitter.com/SeekingAlpha,https://www.linkedin.com/company/56547/,High Yield Landlord,Become a “Passive Landlord” with our 8% Yielding Real Estate Portfolio.,565,743,1.2K,2,6.16K,6.9K,18.92K,44,2024-11-02,matvey_fedosenko
https://seekingalpha.com/author/fred-piard,Fred Piard,https://static3.seekingalpha.com/images/users_profile/002/496/631/extra_large_pic.png,Investing Group Leader,Seeking Alpha Analyst since 2012,,"Fred Piard, PhD. is a quantitative analyst and IT professional with over 30 years of experience working in technology. He is the author of three books and has been investing in data-driven systematic strategies since 2010. Fred runs the investing group Quantitative Risk & Value where he shares a portfolio invested in quality dividend stocks, and companies at the forefront of tech innovation. Fred also supplies market risk indicators, a real estate strategy, a bond strategy, and an income strategy in closed-end funds. Learn more.",https://twitter.com/SeekingAlpha,https://www.linkedin.com/company/56547/,Quantitative Risk & Value,Data-driven portfolios and risk indicators.,16,1.77K,,,2.51K,1.1K,15.75K,25,2024-11-02,matvey_fedosenko
https://seekingalpha.com/author/new-deal-democrat,New Deal Democrat,https://static1.seekingalpha.com/images/users_profile/049/540/393/extra_large_pic.png,,Seeking Alpha Analyst since 2018,,"New Deal democrat As a professional who started an individual investor for almost 30 yeas ago, I quickly focused on economic cycles and the order in which they typically proceed. I have been writing about the economy for nearly 15 of those years, developing several alternate systems that include mid-cycle, long leading, short leading, coincident, lagging and long lagging indicators. I also focus particularly on their effects on average working and middle class Americans.",https://twitter.com/SeekingAlpha,https://www.linkedin.com/company/56547/,,,,641,,,443,2,4.56K,3,2024-11-02,matvey_fedosenko
https://seekingalpha.com/author/seeking-profits,Seeking Profits,https://static2.seekingalpha.com/images/users_profile/013/071/522/extra_large_pic.png,,Seeking Alpha Analyst since 2013,,"Over fifteen years of experience making contrarian bets based on my macro view and stock-specific turnaround stories to garner outsized returns with a favorable risk/reward profile. If you want me to cover a specific stock or have a question for an article, just let me know!",https://twitter.com/SeekingAlpha,https://www.linkedin.com/company/56547/,,,,972,,,535,268,4.19K,24,2024-11-02,matvey_fedosenko
https://seekingalpha.com/author/on-the-pulse,On the Pulse,https://static1.seekingalpha.com/images/users_profile/054/097/509/extra_large_pic.png,,Seeking Alpha Analyst since 2021,,"A financial researcher and avid investor with a keen eye for innovation and disruption, as well as growth buy-outs and value stocks. Keeping an eye on the pace of high tech and early growth companies, I write about current events and the biggest news surrounding the industry, and strive to provide readers with ample research and investment opportunities.",https://twitter.com/SeekingAlpha,https://www.linkedin.com/company/56547/,,,,839,,,132,669,12.71K,4,2024-11-02,matvey_fedosenko
https://seekingalpha.com/author/mike-fay,Mike Fay,https://static1.seekingalpha.com/images/users_profile/050/832/021/extra_large_pic.png,,Seeking Alpha Analyst since 2019,,"Former media research analyst. Main coverage areas are crypto, BTC miners, metal, and media equities. Outside of Seeking Alpha, I write the Heretic Speculator newsletter where I share additional thoughts on finance with more of a social backdrop.",https://twitter.com/faybomb,https://www.linkedin.com/company/56547/,,,,383,,,554,363,4.72K,31,2024-11-02,matvey_fedosenko
https://seekingalpha.com/author/andrew-mach,Andrew Mach,https://static2.seekingalpha.com/images/users_profile/050/233/930/extra_large_pic.png,,Seeking Alpha Analyst since 2024,,"Oil, Gas, Energy, Metals - That's the core of my research.I am a semi-retired former engineer who switched careers in 2018 to focus on capital management. I acquired most of my knowledge about finance and valuation from NYU Professor Damodaran and books like ""Margin of Safety"" and ""The Intelligent Investor.""I specialize in fundamental analysis and require both a deep ""Margin of Safety"" and a ""Catalyst"" to consider adding a stock to my portfolio. My portfolio usually contains no more than 10 stocks.I joined Seeking Alpha because writing helps me to organize my thoughts and allows me to share with others. Subscribe if you enjoy deep insights into the energy sector and want to better understand what you are buying.",https://twitter.com/AndrewMach_SA,https://www.linkedin.com/company/56547/,,,,21,,,204,187,679,18,2024-11-02,matvey_fedosenko
