authorUrl,photoUrl,name,authorTitle,since,company,bioFull,xUrl,xHandle,linkedinUrl,linkedinID,themeTitle,themeDesc,themeReviews,numAnalysis,numInvGroupResearch,numBlogPosts,numComments,numLikes,numFollowers,numFollowing,scrapedDate
https://seekingalpha.com/author/fred-piard,https://static3.seekingalpha.com/images/users_profile/002/496/631/extra_large_pic.png,Fred Piard,Investing Group Leader,Seeking Alpha Analyst since 2012,,"Fred Piard, PhD. is a quantitative analyst and IT professional with over 30 years of experience working in technology. He is the author of three books and has been investing in data-driven systematic strategies since 2010. Fred runs the investing group Quantitative Risk & Value where he shares a portfolio invested in quality dividend stocks, and companies at the forefront of tech innovation. Fred also supplies market risk indicators, a real estate strategy, a bond strategy, and an income strategy in closed-end funds. Learn more.",None,None,None,None,Quantitative Risk & Value,Data-driven portfolios and risk indicators.,16.0,1.77K,,,2.5K,1.1K,15.75K,25,2024-10-31
https://seekingalpha.com/author/aaii,https://static2.seekingalpha.com/images/users_profile/000/598/038/extra_large_pic.png,AAII,,Seeking Alpha Analyst since 2010,American Association of Individual Investors,"Charles Rotblut, CFA is the editor of the AAII Journal, the flagship publication of The American Association of Individual Investors (AAII). Charles provides both insight about individual investor sentiment and market analysis. He is also the author of ""Better Good than Lucky: How Savvy Investors Create Fortune with the Risk-Reward Ratio"" (W&A Publishing/Trader's Press).",None,None,None,None,,,,728,,345,30,4,2.7K,3,2024-10-31
https://seekingalpha.com/author/stockbros-research,https://static1.seekingalpha.com/images/users_profile/052/427/545/extra_large_pic.png,StockBros Research,Investing Group Leader,Seeking Alpha Analyst since 2020,,"I prefer to look for GARP (growth at a reasonable price) stocks but also look for opportunities everywhere else. I don't have a specified time horizon. I invest in a stock for as long as my thesis holds true, and I get out when the facts change. In addition, I've developed market-beating algorithms with Python that have helped me find attractive investment opportunities within my own portfolio, and I have been investing since 2016.On top of that, I've worked at TipRanks as an analysis/news writer and even as an editor for a few years, which not only kept me on top of the market but also helped me understand what people are interested in reading. Further, as an editor, I learned to pay attention to detail and found that there's plenty of misinformation and ""fluff"" out there that needs to be corrected. Thus, my goal is to provide accurate and useful information to the best of my abilities.I was previously associated with Investor's Compass.",https://twitter.com/StockBrosTrades,StockBrosTrades,None,None,All About the Numbers,"We look for hidden trends, suspicious metrics and competitive advantages.",,114,,3,255,185,2.56K,6,2024-10-31
https://seekingalpha.com/author/john-bowman,https://static1.seekingalpha.com/images/users_profile/059/331/233/extra_large_pic.png,John Bowman,,Seeking Alpha Analyst since 2023,Bowman Capital Management,"Financial advisor and research analyst from Southern California.My work covers equities, funds, and fixed income; macroeconomic and geopolitical analysis; asset allocation, tech, portfolio management, alternatives, and derivatives.""History does not repeat, but it does instruct."" — Timothy Snyder, On TyrannyFollow me @ https://linktr.ee/realjbowman",None,None,None,None,,,,115,,,694,594,2.51K,120,2024-10-31
https://seekingalpha.com/author/tech-stock-pros,https://static.seekingalpha.com/images/users_profile/051/760/760/extra_large_pic.png,Tech Stock Pros,Investing Group Leader,Seeking Alpha Analyst since 2020,Tech Stock Pros,"Tech Stock Pros is a team of three former technology sector engineers with a long history of investing in the tech sector. 
They run Tech Contrarians, an investing group providing institutional-level company research to individual investors. Utilizing a live portfolio with quarterly updates, bi-weekly newsletters, and answering questions daily via chat, Tech Stock Pros aims to demystify investing in the technology sector. Learn more.",None,None,None,None,Tech Contrarians,Breaking down tech to keep you ahead of the curve,9.0,454,199,33,3.75K,1.99K,9.18K,2,2024-10-31
https://seekingalpha.com/author/anna-sokolidou,https://static1.seekingalpha.com/images/users_profile/050/290/581/extra_large_pic.png,Anna Sokolidou,,Seeking Alpha Analyst since 2020,,A research analyst and a freelance writer looking for value investment opportunities. I have several years of investing experience. I am mostly interested in writing about bargain stocks of large companies. My interest is not limited to American companies but extends to firms operating in other countries but listed on US stock exchanges. ,None,None,https://www.linkedin.com/in/anna-sokolidou-615441134/,anna-sokolidou-615441134,,,,191,,3,248,897,3.87K,11,2024-10-31
https://seekingalpha.com/author/valkyrie-trading-society,https://static.seekingalpha.com/images/users_profile/050/103/188/extra_large_pic.png,Valkyrie Trading Society,Investing Group Leader,Seeking Alpha Analyst since 2019,,"The Valkyrie Trading Society is a team of analysts sharing high conviction and obscure developed market ideas that are downside limited and likely to generate non-correlated and outsized returns in the context of the current economic environment and forces. They are long-only investors.They lead the investing group The Value Lab where they offer members a portfolio with real time updates, chat to answer questions 24/7, regular global market news reports, feedback on member stock ideas, new trades monthly, quarterly earnings write-ups, and daily macro opinions.",None,None,None,None,The Value Lab,A long-only voice with eclipsing growth through 2020 and 2022 bear markets.,4.0,1.34K,,8,708,121,4.77K,17,2024-10-31
https://seekingalpha.com/author/the-crickant,https://static3.seekingalpha.com/images/users_profile/028/329/263/extra_large_pic.png,The CrickAnt,,Seeking Alpha Analyst since 2016,,"The CrickAnt is an actuary for an insurance company utilizing his work experience to do analysis on insurance and reinsurance companies. He is a contributing author to the investing group Cash Flow Club where along with Darren McCammon and Jonathan Weber, they focus on company cash flows and their access to capital. 
Core features of the Cash Flow Club include: access to the leader’s personal income portfolio targeting 6%+ yield, community chat, the “Best Opportunities” List, performance transparency and coverage of energy midstream, commercial mREITs, BDCs, and shipping sectors. Learn more.",None,None,None,None,,,,220,,,438,77,887,5,2024-10-31
https://seekingalpha.com/author/danil-sereda,https://static2.seekingalpha.com/images/users_profile/049/513/514/extra_large_pic.png,Danil Sereda,Investing Group Leader,Seeking Alpha Analyst since 2020,Beyond the Wall Investing,"Daniel Sereda is chief investment analyst at a family office whose investments span continents and diverse asset classes. This requires him to navigate through a plethora of information on a daily basis. His expertise is in filtering this wealth of data to extract the most critical ideas. 
He runs the investing group Beyond the Wall Investing in which he provides access to the same information that institutional market participants prioritize in their analysis. Learn more.",https://twitter.com/DanilSer33,DanilSer33,https://www.linkedin.com/in/seredadanil/,seredadanil,Beyond the Wall Investing,Discover What Wall Street Is Buying,,567,,10,1.41K,3.36K,10.85K,,2024-10-31
https://seekingalpha.com/author/research-wise,https://static3.seekingalpha.com/images/users_profile/059/815/527/extra_large_pic.png,Research Wise,,Seeking Alpha Analyst since 2024,,"As a finance enthusiast with years of experience in research, I am deeply engaged in studying diverse businesses, especially in the technology, industrial, and conglomerate sectors. I really like companies that have strong foundations and see them doing well in the long run. I enjoy writing about these businesses, telling their stories, strategies, and financial details. I use a mix of looking at their finances and writing to give insights into how well companies might do, helping people understand the market better. This focus on both looking at the numbers and explaining things reflects my dedication to both understanding and explaining the details of the financial world.",None,None,None,None,,,,65,,,35,35,352,39,2024-10-31
https://seekingalpha.com/author/dean-popplewell,https://static.seekingalpha.com/images/users_profile/000/801/656/extra_large_pic.png,Dean Popplewell,,Seeking Alpha Analyst since 2011,OANDA,"Dean Popplewell has nearly two decades of experience trading currencies and fixed income instruments. He has a deep understanding of market fundamentals and the impact of global events on capital markets. He is respected among professional traders for his skilled analysis and career history as global head of trading for firms such as Scotia Capital and BMO Nesbitt Burns. Since joining OANDA in 2006, Dean has played an instrumental role in driving awareness of the forex market as an emerging asset class for retail investors, as well as providing expert counsel to a number of internal teams on how to best serve clients and industry stakeholders.",None,None,None,None,,,,4.48K,,,14,3,3.12K,22,2024-10-31
https://seekingalpha.com/author/caffital-research,https://static1.seekingalpha.com/images/users_profile/052/204/265/extra_large_pic.png,Caffital Research,,Seeking Alpha Analyst since 2023,,"I am an avid investor with a major focus on small cap companies with experience in investing in US, Canadian, and European markets. My investment philosophy to generating great returns on the stock market revolves around identifying mispriced securities by understanding the drivers behind a company's financials, and ultimately, most often revealed by a DCF model valuation. This methodology doesn't limit an investor into rigid traditional value, dividend, or growth investing, but rather accounts for all of a stock's prospects to determine the risk-to-reward.",https://www.twitter.com/caffital,caffital,None,None,,,,416,,,228,79,1.08K,13,2024-10-31
https://seekingalpha.com/author/grassroots-trading,https://static2.seekingalpha.com/images/users_profile/047/303/334/extra_large_pic.png,Grassroots Trading,,Seeking Alpha Analyst since 2016,,"The mission of Grassroots Trading rests on the following principles: providing objective, unbiased, and balanced research, backed by solid data and completely void of emotional influences or preference for companies; focusing on small- to mid-cap companies, offering the Seeking Alpha investor compelling points of view on these often overlooked investment opportunities; and periodically identifying potential opportunities in large- and mega-cap companies, expanding the scope to provide encompassing coverage of the dynamic equity markets.",None,None,None,None,,,,218,,3,92,200,610,15,2024-10-31
https://seekingalpha.com/author/wolf-report,https://static.seekingalpha.com/images/users_profile/049/836/612/extra_large_pic.png,Wolf Report,Investing Group,Seeking Alpha Analyst since 2019,,"Wolf Report is a senior analyst and private portfolio manager with over 10 years of generating value ideas in European and North American markets. He is a contributing author and analyst for the investing group iREIT®+HOYA Capital and Wide Moat Research LLC where in addition to the U.S. market, he covers the markets of Scandinavia, Germany, France, UK, Italy, Spain, Portugal and Eastern Europe in search of reasonably valued stock ideas. Learn more",None,None,None,None,iREIT®+HOYA Capital,Enrich Your Retirement with Safe and Reliable REIT Income,456.0,2.21K,8.18K,4,4.19K,798,33.72K,4,2024-10-31
https://seekingalpha.com/author/oneil-trader,https://static1.seekingalpha.com/images/users_profile/004/987/661/extra_large_pic.png,ONeil Trader,Investing Group Leader,Seeking Alpha Analyst since 2012,,"ONeil Trader is a former stockbroker turned full-time independent investor. He focuses on finding growth and biotech stocks with significant growth potential and calculates ideas in large part based on best risk-adjusted returns.He leads the investing group Growth Stock Forum which features: a model portfolio of 15-20 names updated regularly, a top picks list of up to 10 stocks that are expected to perform well in the current calendar year, trading ideas that target both short-term and medium-term moves, and chat with community dialogue and for questions. Learn More.",https://twitter.com/ONeilTrader,ONeilTrader,None,None,Growth Stock Forum,Discovering growth and biotech stocks with significant upside potential,37.0,857,,18,2.81K,777,8.69K,23,2024-10-31
https://seekingalpha.com/author/stone-fox-capital,https://static3.seekingalpha.com/images/users_profile/000/234/751/extra_large_pic.png,Stone Fox Capital,Investing Group Leader,Seeking Alpha Analyst since 2008,Stone Fox Capital,"Stone Fox Capital (aka Mark Holder) is a CPA with degrees in Accounting and Finance. He is also Series 65 licensed and has 30 years of investing experience, including 10 years as a portfolio manager.
Mark leads the investing group Out Fox The Street where he shares stock picks and deep research to help readers uncover potential multibaggers while managing portfolio risk via diversification. Features include various model portfolios, stock picks with identifiable catalysts, daily updates, real-time alerts, and access to community chat and direct chat with Mark for questions. Learn more.",https://twitter.com/Stonefoxcapital,Stonefoxcapital,None,None,Out Fox The Street,"Out Fox the market with misunderstood, high reward opportunities",4.0,5.24K,843,234,61.72K,17.71K,49.64K,57,2024-10-31
https://seekingalpha.com/author/edmund-ingham,https://static.seekingalpha.com/images/users_profile/049/171/940/extra_large_pic.png,Edmund Ingham,Investing Group Leader,Seeking Alpha Analyst since 2018,Haggerston biotech,"Edmund Ingham is a biotech consultant. He has been covering biotech, healthcare, and pharma for over 5 years, and has put together detailed reports of over 1,000 companies. He leads the investing group Haggerston BioHealth. 

The group is for both novice and experienced biotech investors. It provides catalysts to look out for and buy and sell ratings. It also provides product sales and forecasts for all the Big Pharmas, forecasting, integrated financial statements, discounted cash flow analysis and market by market analysis. Learn more.",https://twitter.com/EdmundIngham?lang=en-gb,EdmundIngham?lang=en-gb,https://www.linkedin.com/in/edmund-ingham-00119299/,edmund-ingham-00119299,Haggerston BioHealth,"Receive regular, actionable coverage focused on biotech & healthcare stocks",5.0,857,972,11,787,152,12.45K,30,2024-10-31
https://seekingalpha.com/author/dividend-derek,https://static3.seekingalpha.com/images/users_profile/009/020/091/extra_large_pic.png,Dividend Derek,,Seeking Alpha Analyst since 2015,Custom Stock Alerts,"Derek is an individual investor seeking to navigate the investment world to provide a wealthy and stable retirement for his family. He aims to help fellow investors, notably younger investors, establish a plan to produce a growing income stream. Derek holds a Bachelor's degree in Computer Science with a minor in Economics from the University of Delaware and lives with his wife and two children.Derek created and operates customstockalerts.com. It's a suite of utilities for investors to stay on top of all their stocks. Pick a company you're interested in, pick an alert type (price, dividend yield, PE, etc.) and a value. You'll get a text or email (your choice) when your value hits. Also, get alerts for upcoming dividends, including increases (works for stocks and ETFs). Use it as a chance to buy and collect the dividend!Come check me out at customstockalerts.com!",None,None,None,None,,,,479,,4,3.12K,488,23.24K,40,2024-10-31
https://seekingalpha.com/author/seeking-alpha-videos,,,,,,,None,None,None,None,,,,,,,,,,,2024-10-31
https://seekingalpha.com/author/macrotips-trading,https://static1.seekingalpha.com/images/users_profile/054/854/261/extra_large_pic.png,Macrotips Trading,,Seeking Alpha Analyst since 2022,,"Author of the Macro Trends & Inflection Points Newsletter. I spent 5 years as a co-founder and hedge fund CIO / manager. Before that, I was a hedge fund analyst/portfolio manager at a leading Canadian alternative asset manager. I write articles as part of my own due diligence on the stocks that I find interesting.Follow my twitter or substack for my thoughts on the macro trends.",http://www.twitter.com/macrotipstrader,macrotipstrader,None,None,,,,955,,,851,66,5.34K,12,2024-10-31
https://seekingalpha.com/author/ken-taylor,https://static3.seekingalpha.com/images/users_profile/056/400/319/extra_large_pic.png,Ken Taylor,,Seeking Alpha Analyst since 2023,,"I hold a Master's in Accounting, am a small business owner, and am an assistant investing educator for beginning and intermediate individual investors. My investing analysis focus is on identifying and developing deep knowledge of great businesses. I have helped manage businesses, spend most of my extra time learning about investing and finance, and have been investing in the stock market for three years with a long-term investment focus. I do not consider myself an expert in stock analysis, but I seek to provide value for investors looking for stock and business information. I will never write about an investing idea without spending hours of research on it. I am not a registered advisor. Nothing I write should be considered personal finance or investment advice.",https://www.twitter.com/TelosInvestor,TelosInvestor,None,None,,,,41,,,172,283,345,87,2024-10-31
https://seekingalpha.com/author/quipus-capital,https://static.seekingalpha.com/images/users_profile/051/700/268/extra_large_pic.png,Quipus Capital,,Seeking Alpha Analyst since 2021,Quipus Capital,"Long-only investment, evaluating companies from an operational, buy-and-hold perspective.Quipus Capital does not focus on market-driven dynamics and future price action. Instead, our articles focus on operational aspects, understanding the long-term earnings power of companies, the competitive dynamics of the industries where they participate, and buying companies that we would like to hold independently of how the price moves in the future. Most QC calls will be holds, and that is by design. Only a very small fraction of companies should be a buy at any point in time. However, hold articles provide important information for future investors and a healthy dose of skepticism to a relatively bullish-biased market.Disclaimer: All of the author's articles are written on an ""as is"" basis and without warranty. They represent the author's opinion only and in no way constitute professional investment advice. It is the responsibility of the reader to conduct their due diligence and seek investment advice from a licensed professional before making any investment decisions. The author disclaims all liability for any actions taken based on the information contained in any articles published.",https://twitter.com/QuipusCapital,QuipusCapital,None,None,,,,427,,1,540,161,1.33K,17,2024-10-31
https://seekingalpha.com/author/ivo-kolchev,https://static.seekingalpha.com/images/users_profile/044/733/396/extra_large_pic.png,Ivo Kolchev,,Seeking Alpha Analyst since 2021,,"I ventured into investing in high school in 2011, mainly in REITs, preferred stocks, and high-yield bonds, starting a fascination with markets and the economy that has not faded despite the years. More recently I have been combining long stock positions with covered calls and cash secured puts. I approach investing purely from a fundamental long-term point of view. On Seeking Alpha I mostly cover REITs and financials, with occasional articles on ETFs and other stocks driven by a macro trade idea.",None,None,https://linkedin.com/in/ivo-kolchev-7469249a,ivo-kolchev-7469249a,,,,172,,,459,1.42K,731,159,2024-10-31
https://seekingalpha.com/author/blue-harbinger,https://static2.seekingalpha.com/images/users_profile/042/083/106/extra_large_pic.png,Blue Harbinger,Investing Group Leader,Seeking Alpha Analyst since 2015,blueharbinger.com,"Blue Harbinger empowers investors to make informed decisions by sharing top ideas and portfolio strategies. As a 100% independent membership service, founded and operated by Mark Hines, the goal is simple: helping you make better, smarter and more-profitable investment decisions. Mr. Hines is a 20+ year investment industry pro. Previously managing institutional investment portfolios in the hundreds of millions and multibillion dollar range (for a private pension and a large bank in Chicago), Mr. Hines left to found Blue Harbinger in 2015, and subsequently added his independent investment firm in 2021 (also serving individual investors). Hines holds a BS in Finance from the University of Illinois at Urbana-Champaign and an MBA from the University of Chicago Booth School of Business. He is happy to share a subset of his investment idea reports on Seeking Alpha, including through the investing groups service Big Dividends PLUS. Blue Harbinger writes about (and invests in) top growth stocks, high-income securities, ignoring the noise, portfolio strategies, taking advantage of tax laws, and doing what is right for you based on your own personal situation and individual goals. Disciplined, goal-focused, long-term investing continues to be a winning strategy. - *Information presented is for educational purposes only and does not intend to make an offer or solicitation for the sale or purchase of any specific securities, investments, or investment strategies. Investments involve risk and, unless otherwise stated, are not guaranteed. Be sure to first consult with your adviser and/or tax professional before implementing any strategy discussed herein. Past performance is not indicative of future performance.",https://twitter.com/BlueHarbinger,BlueHarbinger,https://www.linkedin.com/in/hinesmarkd/,hinesmarkd,Big Dividends PLUS,Get instant access to our “High Income Now” and “Income Equity” portfolios.,4.0,334,,9,3K,4.71K,20.52K,,2024-10-31
https://seekingalpha.com/author/astrada-advisors,https://static3.seekingalpha.com/images/users_profile/000/967/275/extra_large_pic.png,Astrada Advisors,,Seeking Alpha Analyst since 2011,,"Astrada Advisors delivers actionable recommendations that enhance portfolio performance and uncover alpha opportunities, supported by a strong track record in investment research at leading global investment banks. With expertise spanning technology, media, internet, and consumer sectors in North America and Asia, Astrada Advisors excels in identifying high-potential investments and navigating complex industries.Leveraging extensive local and global experience, Astrada Advisors offers a unique perspective on market developments, regulatory changes, and emerging risks. The research integrates rigorous fundamental analysis with data-driven insights, providing a nuanced understanding of key trends, growth drivers, and competitive landscapes.The focus is empowering investors with timely research and a comprehensive view of industry dynamics. Whether navigating volatile markets or exploring new trends, Astrada Advisors remains committed to delivering superior insights to drive informed investment decisions.",None,None,None,None,,,,248,,,280,3,686,,2024-10-31
https://seekingalpha.com/author/trapping-value,https://static3.seekingalpha.com/images/users_profile/047/392/447/extra_large_pic.png,Trapping Value,Investing Group Leader,Seeking Alpha Analyst since 2017,,"Trapping Value is a team of analysts with over 40 years of combined experience generating options income while also focusing on capital preservation. They run the investing group Conservative Income Portfolio in partnership with Preferred Stock Trader. The investing group features two income-generating portfolios and a bond ladder.
Trapping Value provides Covered Calls, and Preferred Stock Trader covers Fixed Income. The Covered Calls Portfolio is designed to provide lower volatility income investing with a focus on capital preservation. The fixed income portfolio focuses on buying securities with high income potential and heavy undervaluation relative to comparatives. Learn more.",None,None,None,None,Conservative Income Portfolio,The best way to provide income in today's markets while reducing risks,60.0,2.38K,1.01K,43,28.14K,24.82K,43.96K,77,2024-10-31
https://seekingalpha.com/author/av-investments,https://static1.seekingalpha.com/images/users_profile/059/556/593/extra_large_pic.png,AV Investments,,Seeking Alpha Analyst since 2024,,"I am, by definition, a retail investor. I have a director level job in Accounting/Finance and invest because I passionately enjoy researching companies. I've been investing for 5 years, although the first two years were about learning from my mistakes. My cumulative returns are +20% CAGR. But more importantly, my investments were low-risk. I do not buy overpriced stocks. I invest my own money and look to achieve significant alpha through 5-10 ideas at a time. I believe generating alpha is easy for any individual that dedicates the time to researching companies within their circle of competence AND shows the patience and discipline to not over pay. Investing can be easy to those who are disciplined and patient. I decided to publish ideas to Seeking Alpha to create community for discussing ideas. I do not provide financial advice. I share ideas and information that I read to initiate discussions through comments and social media interactions. Please feel free to message me or comment on my posts! Thanks for reading.",https://twitter.com/AV_Investments,AV_Investments,None,None,,,,1,,,5,19,3,7,2024-10-31
https://seekingalpha.com/author/eric-wiehe,https://static3.seekingalpha.com/images/users_profile/058/942/643/extra_large_pic.png,Eric Wiehe,,Seeking Alpha Analyst since 2023,,"Eric works at RBC Insurance on their investment team. He holds a Master's degree in Financial Economics from the University of Western Ontario and has completed all three levels of the CFA program. Currently, Eric is accumulating the work experience required to obtain the CFA charter. His interests include real assets, financials, and insurance.",None,None,https://www.linkedin.com/in/eric-wiehe/,eric-wiehe,,,,24,,,106,124,245,8,2024-10-31
